X,Y,country,year,continent,tot_suicides,suicide_100kpop,population,hdi,gdp_per_year,gdp_per_capita,gni,life_expectancy,sex,age,generation
-0.040674593,-0.756026893,Albania,1996,Europe,150,0.55,3090000,0.637,6140000000,1127,10100000000,74.3,female,55-74 years,Silent
-0.040674593,-0.756026893,Albania,1996,Europe,150,0.53,3090000,0.637,6140000000,1127,10100000000,74.3,male,5-14 years,Millenials
-0.040674593,-0.756026893,Albania,1996,Europe,150,0.28,3090000,0.637,6140000000,1127,10100000000,74.3,female,5-14 years,Millenials
-0.136772393,-0.609012696,Albania,1997,Europe,162,15.25,3090000,0.636,5470000000,793,9120000000,72.5,male,25-34 years,Generation X
-0.136772393,-0.609012696,Albania,1997,Europe,162,13.5,3090000,0.636,5470000000,793,9120000000,72.5,male,15-24 years,Generation X
-0.136772393,-0.609012696,Albania,1997,Europe,162,11.81,3090000,0.636,5470000000,793,9120000000,72.5,male,75+ years,G.I. Generation
-0.136772393,-0.609012696,Albania,1997,Europe,162,7.88,3090000,0.636,5470000000,793,9120000000,72.5,male,35-54 years,Boomers
-0.136772393,-0.609012696,Albania,1997,Europe,162,7.14,3090000,0.636,5470000000,793,9120000000,72.5,female,15-24 years,Generation X
-0.136772393,-0.609012696,Albania,1997,Europe,162,6.66,3090000,0.636,5470000000,793,9120000000,72.5,male,55-74 years,Silent
-0.136772393,-0.609012696,Albania,1997,Europe,162,5.84,3090000,0.636,5470000000,793,9120000000,72.5,female,25-34 years,Generation X
-0.136772393,-0.609012696,Albania,1997,Europe,162,4.75,3090000,0.636,5470000000,793,9120000000,72.5,female,75+ years,G.I. Generation
-0.136772393,-0.609012696,Albania,1997,Europe,162,1.89,3090000,0.636,5470000000,793,9120000000,72.5,female,35-54 years,Boomers
-0.136772393,-0.609012696,Albania,1997,Europe,162,1.66,3090000,0.636,5470000000,793,9120000000,72.5,female,5-14 years,Millenials
-0.136772393,-0.609012696,Albania,1997,Europe,162,1.05,3090000,0.636,5470000000,793,9120000000,72.5,male,5-14 years,Millenials
-0.136772393,-0.609012696,Albania,1997,Europe,162,0,3090000,0.636,5470000000,793,9120000000,72.5,female,55-74 years,Silent
-0.05408196,-0.728889648,Albania,1998,Europe,170,11.63,3100000,0.646,5970000000,899,10300000000,74.3,male,75+ years,G.I. Generation
-0.05408196,-0.728889648,Albania,1998,Europe,170,10.85,3100000,0.646,5970000000,899,10300000000,74.3,male,15-24 years,Generation X
-0.05408196,-0.728889648,Albania,1998,Europe,170,10.83,3100000,0.646,5970000000,899,10300000000,74.3,female,15-24 years,Generation X
-0.05408196,-0.728889648,Albania,1998,Europe,170,10.82,3100000,0.646,5970000000,899,10300000000,74.3,male,25-34 years,Generation X
-0.05408196,-0.728889648,Albania,1998,Europe,170,7.47,3100000,0.646,5970000000,899,10300000000,74.3,male,35-54 years,Boomers
-0.05408196,-0.728889648,Albania,1998,Europe,170,4.9,3100000,0.646,5970000000,899,10300000000,74.3,male,55-74 years,Silent
-0.05408196,-0.728889648,Albania,1998,Europe,170,3.63,3100000,0.646,5970000000,899,10300000000,74.3,female,25-34 years,Generation X
-0.05408196,-0.728889648,Albania,1998,Europe,170,3.19,3100000,0.646,5970000000,899,10300000000,74.3,female,55-74 years,Silent
-0.05408196,-0.728889648,Albania,1998,Europe,170,2.42,3100000,0.646,5970000000,899,10300000000,74.3,female,35-54 years,Boomers
-0.05408196,-0.728889648,Albania,1998,Europe,170,0.51,3100000,0.646,5970000000,899,10300000000,74.3,male,5-14 years,Millenials
-0.05408196,-0.728889648,Albania,1998,Europe,170,0.27,3100000,0.646,5970000000,899,10300000000,74.3,female,5-14 years,Millenials
-0.05408196,-0.728889648,Albania,1998,Europe,170,0,3100000,0.646,5970000000,899,10300000000,74.3,female,75+ years,G.I. Generation
-0.035313804,-0.760719486,Albania,1999,Europe,175,11.58,3120000,0.656,6770000000,1127,11700000000,74.4,male,75+ years,G.I. Generation
-0.035313804,-0.760719486,Albania,1999,Europe,175,9.58,3120000,0.656,6770000000,1127,11700000000,74.4,male,15-24 years,Generation X
-0.035313804,-0.760719486,Albania,1999,Europe,175,9.43,3120000,0.656,6770000000,1127,11700000000,74.4,female,75+ years,G.I. Generation
-0.035313804,-0.760719486,Albania,1999,Europe,175,7.93,3120000,0.656,6770000000,1127,11700000000,74.4,male,35-54 years,Boomers
-0.035313804,-0.760719486,Albania,1999,Europe,175,7.84,3120000,0.656,6770000000,1127,11700000000,74.4,male,25-34 years,Generation X
-0.035313804,-0.760719486,Albania,1999,Europe,175,7.56,3120000,0.656,6770000000,1127,11700000000,74.4,male,55-74 years,Silent
-0.035313804,-0.760719486,Albania,1999,Europe,175,6.4,3120000,0.656,6770000000,1127,11700000000,74.4,female,15-24 years,Generation X
-0.035313804,-0.760719486,Albania,1999,Europe,175,4.7,3120000,0.656,6770000000,1127,11700000000,74.4,female,25-34 years,Generation X
-0.035313804,-0.760719486,Albania,1999,Europe,175,3.18,3120000,0.656,6770000000,1127,11700000000,74.4,female,55-74 years,Silent
-0.035313804,-0.760719486,Albania,1999,Europe,175,1.34,3120000,0.656,6770000000,1127,11700000000,74.4,female,35-54 years,Boomers
-0.035313804,-0.760719486,Albania,1999,Europe,175,0.27,3120000,0.656,6770000000,1127,11700000000,74.4,female,5-14 years,Millenials
-0.035313804,-0.760719486,Albania,1999,Europe,175,0,3120000,0.656,6770000000,1127,11700000000,74.4,male,5-14 years,Millenials
-0.014609738,-0.774844904,Albania,2000,Europe,175,7.33,3120000,0.662,7220000000,1299,12800000000,74.4,male,25-34 years,Generation X
-0.014609738,-0.774844904,Albania,2000,Europe,175,5.64,3120000,0.662,7220000000,1299,12800000000,74.4,male,55-74 years,Silent
-0.014609738,-0.774844904,Albania,2000,Europe,175,5.29,3120000,0.662,7220000000,1299,12800000000,74.4,female,75+ years,G.I. Generation
-0.014609738,-0.774844904,Albania,2000,Europe,175,4.02,3120000,0.662,7220000000,1299,12800000000,74.4,male,75+ years,G.I. Generation
-0.014609738,-0.774844904,Albania,2000,Europe,175,2.27,3120000,0.662,7220000000,1299,12800000000,74.4,female,15-24 years,Generation X
-0.014609738,-0.774844904,Albania,2000,Europe,175,2.08,3120000,0.662,7220000000,1299,12800000000,74.4,male,15-24 years,Generation X
-0.014609738,-0.774844904,Albania,2000,Europe,175,1.51,3120000,0.662,7220000000,1299,12800000000,74.4,female,35-54 years,Boomers
-0.014609738,-0.774844904,Albania,2000,Europe,175,1.22,3120000,0.662,7220000000,1299,12800000000,74.4,female,25-34 years,Generation X
-0.014609738,-0.774844904,Albania,2000,Europe,175,1.07,3120000,0.662,7220000000,1299,12800000000,74.4,male,35-54 years,Boomers
-0.014609738,-0.774844904,Albania,2000,Europe,175,0.27,3120000,0.662,7220000000,1299,12800000000,74.4,male,5-14 years,Millenials
-0.014609738,-0.774844904,Albania,2000,Europe,175,0,3120000,0.662,7220000000,1299,12800000000,74.4,female,5-14 years,Millenials
-0.014609738,-0.774844904,Albania,2000,Europe,175,0,3120000,0.662,7220000000,1299,12800000000,74.4,female,55-74 years,Silent
-0.021524488,-0.777405631,Albania,2001,Europe,184,10.65,3120000,0.67,7800000000,1451,14100000000,74.5,male,25-34 years,Generation X
-0.021524488,-0.777405631,Albania,2001,Europe,184,8.98,3120000,0.67,7800000000,1451,14100000000,74.5,male,35-54 years,Boomers
-0.021524488,-0.777405631,Albania,2001,Europe,184,5.59,3120000,0.67,7800000000,1451,14100000000,74.5,male,55-74 years,Silent
-0.021524488,-0.777405631,Albania,2001,Europe,184,4.23,3120000,0.67,7800000000,1451,14100000000,74.5,female,75+ years,Silent
-0.021524488,-0.777405631,Albania,2001,Europe,184,3.91,3120000,0.67,7800000000,1451,14100000000,74.5,male,15-24 years,Millenials
-0.021524488,-0.777405631,Albania,2001,Europe,184,3.32,3120000,0.67,7800000000,1451,14100000000,74.5,female,15-24 years,Millenials
-0.021524488,-0.777405631,Albania,2001,Europe,184,3.24,3120000,0.67,7800000000,1451,14100000000,74.5,female,35-54 years,Boomers
-0.021524488,-0.777405631,Albania,2001,Europe,184,3.22,3120000,0.67,7800000000,1451,14100000000,74.5,male,75+ years,Silent
-0.021524488,-0.777405631,Albania,2001,Europe,184,3.16,3120000,0.67,7800000000,1451,14100000000,74.5,female,55-74 years,Silent
-0.021524488,-0.777405631,Albania,2001,Europe,184,1.87,3120000,0.67,7800000000,1451,14100000000,74.5,male,5-14 years,Millenials
-0.021524488,-0.777405631,Albania,2001,Europe,184,1.8,3120000,0.67,7800000000,1451,14100000000,74.5,female,25-34 years,Generation X
-0.021524488,-0.777405631,Albania,2001,Europe,184,0.65,3120000,0.67,7800000000,1451,14100000000,74.5,female,5-14 years,Millenials
-0.039899565,-0.762454291,Albania,2002,Europe,191,12.9,3120000,0.674,8130000000,1573,14900000000,74.5,male,75+ years,Silent
-0.039899565,-0.762454291,Albania,2002,Europe,191,11.15,3120000,0.674,8130000000,1573,14900000000,74.5,male,25-34 years,Generation X
-0.039899565,-0.762454291,Albania,2002,Europe,191,9.16,3120000,0.674,8130000000,1573,14900000000,74.5,male,35-54 years,Boomers
-0.039899565,-0.762454291,Albania,2002,Europe,191,6.56,3120000,0.674,8130000000,1573,14900000000,74.5,male,55-74 years,Silent
-0.039899565,-0.762454291,Albania,2002,Europe,191,5.7,3120000,0.674,8130000000,1573,14900000000,74.5,male,15-24 years,Millenials
-0.039899565,-0.762454291,Albania,2002,Europe,191,5.07,3120000,0.674,8130000000,1573,14900000000,74.5,female,15-24 years,Millenials
-0.039899565,-0.762454291,Albania,2002,Europe,191,4,3120000,0.674,8130000000,1573,14900000000,74.5,female,35-54 years,Boomers
-0.039899565,-0.762454291,Albania,2002,Europe,191,3.13,3120000,0.674,8130000000,1573,14900000000,74.5,female,25-34 years,Generation X
-0.039899565,-0.762454291,Albania,2002,Europe,191,2.11,3120000,0.674,8130000000,1573,14900000000,74.5,female,75+ years,Silent
-0.039899565,-0.762454291,Albania,2002,Europe,191,2.09,3120000,0.674,8130000000,1573,14900000000,74.5,female,55-74 years,Silent
-0.039899565,-0.762454291,Albania,2002,Europe,191,0.33,3120000,0.674,8130000000,1573,14900000000,74.5,female,5-14 years,Millenials
-0.039899565,-0.762454291,Albania,2002,Europe,191,0.31,3120000,0.674,8130000000,1573,14900000000,74.5,male,5-14 years,Millenials
-0.04547755,-0.765132423,Albania,2003,Europe,196,12.22,3110000,0.681,8590000000,2021,16000000000,74.6,female,75+ years,Silent
-0.04547755,-0.765132423,Albania,2003,Europe,196,7.94,3110000,0.681,8590000000,2021,16000000000,74.6,male,55-74 years,Silent
-0.04547755,-0.765132423,Albania,2003,Europe,196,7.25,3110000,0.681,8590000000,2021,16000000000,74.6,male,35-54 years,Boomers
-0.04547755,-0.765132423,Albania,2003,Europe,196,5.49,3110000,0.681,8590000000,2021,16000000000,74.6,male,15-24 years,Millenials
-0.04547755,-0.765132423,Albania,2003,Europe,196,4.93,3110000,0.681,8590000000,2021,16000000000,74.6,female,15-24 years,Millenials
-0.04547755,-0.765132423,Albania,2003,Europe,196,4.6,3110000,0.681,8590000000,2021,16000000000,74.6,female,55-74 years,Silent
-0.04547755,-0.765132423,Albania,2003,Europe,196,4.38,3110000,0.681,8590000000,2021,16000000000,74.6,male,25-34 years,Generation X
-0.04547755,-0.765132423,Albania,2003,Europe,196,4.04,3110000,0.681,8590000000,2021,16000000000,74.6,female,25-34 years,Generation X
-0.04547755,-0.765132423,Albania,2003,Europe,196,3.41,3110000,0.681,8590000000,2021,16000000000,74.6,female,35-54 years,Boomers
-0.04547755,-0.765132423,Albania,2003,Europe,196,3.06,3110000,0.681,8590000000,2021,16000000000,74.6,male,75+ years,Silent
-0.04547755,-0.765132423,Albania,2003,Europe,196,1.28,3110000,0.681,8590000000,2021,16000000000,74.6,male,5-14 years,Millenials
-0.04547755,-0.765132423,Albania,2003,Europe,196,0,3110000,0.681,8590000000,2021,16000000000,74.6,female,5-14 years,Millenials
-0.059775433,-0.758500958,Albania,2004,Europe,201,11.26,3100000,0.685,9090000000,2544,17100000000,74.7,male,75+ years,Silent
-0.059775433,-0.758500958,Albania,2004,Europe,201,9.95,3100000,0.685,9090000000,2544,17100000000,74.7,male,35-54 years,Boomers
-0.059775433,-0.758500958,Albania,2004,Europe,201,7.85,3100000,0.685,9090000000,2544,17100000000,74.7,male,25-34 years,Generation X
-0.059775433,-0.758500958,Albania,2004,Europe,201,6.84,3100000,0.685,9090000000,2544,17100000000,74.7,female,15-24 years,Millenials
-0.059775433,-0.758500958,Albania,2004,Europe,201,6.63,3100000,0.685,9090000000,2544,17100000000,74.7,male,15-24 years,Millenials
-0.059775433,-0.758500958,Albania,2004,Europe,201,5.89,3100000,0.685,9090000000,2544,17100000000,74.7,female,75+ years,Silent
-0.059775433,-0.758500958,Albania,2004,Europe,201,4.95,3100000,0.685,9090000000,2544,17100000000,74.7,female,25-34 years,Generation X
-0.059775433,-0.758500958,Albania,2004,Europe,201,4.83,3100000,0.685,9090000000,2544,17100000000,74.7,male,55-74 years,Silent
-0.059775433,-0.758500958,Albania,2004,Europe,201,4.34,3100000,0.685,9090000000,2544,17100000000,74.7,female,35-54 years,Boomers
-0.059775433,-0.758500958,Albania,2004,Europe,201,1.47,3100000,0.685,9090000000,2544,17100000000,74.7,female,55-74 years,Silent
-0.059775433,-0.758500958,Albania,2004,Europe,201,1.05,3100000,0.685,9090000000,2544,17100000000,74.7,female,5-14 years,Millenials
-0.059775433,-0.758500958,Albania,2004,Europe,201,0.33,3100000,0.685,9090000000,2544,17100000000,74.7,male,5-14 years,Millenials
-0.042911508,-0.787462473,Albania,2005,Europe,204,0,3080000,0.696,9600000000,2931,18300000000,74.9,female,15-24 years,Millenials
-0.042911508,-0.787462473,Albania,2005,Europe,204,0,3080000,0.696,9600000000,2931,18300000000,74.9,female,25-34 years,Generation X
-0.042911508,-0.787462473,Albania,2005,Europe,204,0,3080000,0.696,9600000000,2931,18300000000,74.9,female,35-54 years,Boomers
-0.042911508,-0.787462473,Albania,2005,Europe,204,0,3080000,0.696,9600000000,2931,18300000000,74.9,female,5-14 years,Millenials
-0.042911508,-0.787462473,Albania,2005,Europe,204,0,3080000,0.696,9600000000,2931,18300000000,74.9,female,55-74 years,Silent
-0.042911508,-0.787462473,Albania,2005,Europe,204,0,3080000,0.696,9600000000,2931,18300000000,74.9,female,75+ years,Silent
-0.042911508,-0.787462473,Albania,2005,Europe,204,0,3080000,0.696,9600000000,2931,18300000000,74.9,male,15-24 years,Millenials
-0.042911508,-0.787462473,Albania,2005,Europe,204,0,3080000,0.696,9600000000,2931,18300000000,74.9,male,25-34 years,Generation X
-0.042911508,-0.787462473,Albania,2005,Europe,204,0,3080000,0.696,9600000000,2931,18300000000,74.9,male,35-54 years,Boomers
-0.042911508,-0.787462473,Albania,2005,Europe,204,0,3080000,0.696,9600000000,2931,18300000000,74.9,male,5-14 years,Millenials
-0.042911508,-0.787462473,Albania,2005,Europe,204,0,3080000,0.696,9600000000,2931,18300000000,74.9,male,55-74 years,Silent
-0.042911508,-0.787462473,Albania,2005,Europe,204,0,3080000,0.696,9600000000,2931,18300000000,74.9,male,75+ years,Silent
-0.052342205,-0.793561986,Albania,2006,Europe,204,0,3050000,0.703,10100000000,3235,20400000000,75.2,female,15-24 years,Millenials
-0.052342205,-0.793561986,Albania,2006,Europe,204,0,3050000,0.703,10100000000,3235,20400000000,75.2,female,25-34 years,Generation X
-0.052342205,-0.793561986,Albania,2006,Europe,204,0,3050000,0.703,10100000000,3235,20400000000,75.2,female,35-54 years,Boomers
-0.052342205,-0.793561986,Albania,2006,Europe,204,0,3050000,0.703,10100000000,3235,20400000000,75.2,female,5-14 years,Millenials
-0.052342205,-0.793561986,Albania,2006,Europe,204,0,3050000,0.703,10100000000,3235,20400000000,75.2,female,55-74 years,Silent
-0.052342205,-0.793561986,Albania,2006,Europe,204,0,3050000,0.703,10100000000,3235,20400000000,75.2,female,75+ years,Silent
-0.052342205,-0.793561986,Albania,2006,Europe,204,0,3050000,0.703,10100000000,3235,20400000000,75.2,male,15-24 years,Millenials
-0.052342205,-0.793561986,Albania,2006,Europe,204,0,3050000,0.703,10100000000,3235,20400000000,75.2,male,25-34 years,Generation X
-0.052342205,-0.793561986,Albania,2006,Europe,204,0,3050000,0.703,10100000000,3235,20400000000,75.2,male,35-54 years,Boomers
-0.052342205,-0.793561986,Albania,2006,Europe,204,0,3050000,0.703,10100000000,3235,20400000000,75.2,male,5-14 years,Millenials
-0.052342205,-0.793561986,Albania,2006,Europe,204,0,3050000,0.703,10100000000,3235,20400000000,75.2,male,55-74 years,Silent
-0.052342205,-0.793561986,Albania,2006,Europe,204,0,3050000,0.703,10100000000,3235,20400000000,75.2,male,75+ years,Silent
-0.062942011,-0.803721863,Albania,2007,Europe,204,18.88,3020000,0.713,10700000000,3863,22300000000,75.4,male,75+ years,Silent
-0.062942011,-0.803721863,Albania,2007,Europe,204,7.66,3020000,0.713,10700000000,3863,22300000000,75.4,male,35-54 years,Boomers
-0.062942011,-0.803721863,Albania,2007,Europe,204,6.25,3020000,0.713,10700000000,3863,22300000000,75.4,male,55-74 years,Silent
-0.062942011,-0.803721863,Albania,2007,Europe,204,5.23,3020000,0.713,10700000000,3863,22300000000,75.4,female,75+ years,Silent
-0.062942011,-0.803721863,Albania,2007,Europe,204,5.22,3020000,0.713,10700000000,3863,22300000000,75.4,male,25-34 years,Generation X
-0.062942011,-0.803721863,Albania,2007,Europe,204,4.63,3020000,0.713,10700000000,3863,22300000000,75.4,female,15-24 years,Millenials
-0.062942011,-0.803721863,Albania,2007,Europe,204,4.51,3020000,0.713,10700000000,3863,22300000000,75.4,male,15-24 years,Millenials
-0.062942011,-0.803721863,Albania,2007,Europe,204,4.36,3020000,0.713,10700000000,3863,22300000000,75.4,female,25-34 years,Generation X
-0.062942011,-0.803721863,Albania,2007,Europe,204,4.07,3020000,0.713,10700000000,3863,22300000000,75.4,female,55-74 years,Silent
-0.062942011,-0.803721863,Albania,2007,Europe,204,3.57,3020000,0.713,10700000000,3863,22300000000,75.4,female,35-54 years,Boomers
-0.062942011,-0.803721863,Albania,2007,Europe,204,1.47,3020000,0.713,10700000000,3863,22300000000,75.4,male,5-14 years,Generation Z
-0.062942011,-0.803721863,Albania,2007,Europe,204,0,3020000,0.713,10700000000,3863,22300000000,75.4,female,5-14 years,Generation Z
-0.071494433,-0.812135137,Albania,2008,Europe,205,12.15,2990000,0.721,11100000000,4672,24400000000,75.6,male,25-34 years,Generation X
-0.071494433,-0.812135137,Albania,2008,Europe,205,9.81,2990000,0.721,11100000000,4672,24400000000,75.6,male,35-54 years,Boomers
-0.071494433,-0.812135137,Albania,2008,Europe,205,9.18,2990000,0.721,11100000000,4672,24400000000,75.6,male,55-74 years,Silent
-0.071494433,-0.812135137,Albania,2008,Europe,205,8.42,2990000,0.721,11100000000,4672,24400000000,75.6,female,75+ years,Silent
-0.071494433,-0.812135137,Albania,2008,Europe,205,7.24,2990000,0.721,11100000000,4672,24400000000,75.6,female,15-24 years,Millenials
-0.071494433,-0.812135137,Albania,2008,Europe,205,4.93,2990000,0.721,11100000000,4672,24400000000,75.6,female,25-34 years,Generation X
-0.071494433,-0.812135137,Albania,2008,Europe,205,4.82,2990000,0.721,11100000000,4672,24400000000,75.6,female,35-54 years,Boomers
-0.071494433,-0.812135137,Albania,2008,Europe,205,4.49,2990000,0.721,11100000000,4672,24400000000,75.6,male,75+ years,Silent
-0.071494433,-0.812135137,Albania,2008,Europe,205,3.84,2990000,0.721,11100000000,4672,24400000000,75.6,male,15-24 years,Millenials
-0.071494433,-0.812135137,Albania,2008,Europe,205,3.09,2990000,0.721,11100000000,4672,24400000000,75.6,female,55-74 years,Silent
-0.071494433,-0.812135137,Albania,2008,Europe,205,2.67,2990000,0.721,11100000000,4672,24400000000,75.6,male,5-14 years,Generation Z
