X,Y,country,year,continent,tot_suicides,suicide_100kpop,population,hdi,gdp_per_year,gdp_per_capita,gni,life_expectancy,sex,age,generation
0.45686594,2.0158195,Uzbekistan,1990,Asia,1610,5.23,20500000,0.697,20500000000,778,90200000000,68.3,female,25-34 years,Boomers
0.45686594,2.0158195,Uzbekistan,1990,Asia,1610,6.9,20500000,0.697,20500000000,778,90200000000,68.3,female,15-24 years,Generation X
0.45686594,2.0158195,Uzbekistan,1990,Asia,1610,6.97,20500000,0.697,20500000000,778,90200000000,68.3,female,35-54 years,Silent
0.45686594,2.0158195,Uzbekistan,1990,Asia,1610,8.99,20500000,0.697,20500000000,778,90200000000,68.3,female,55-74 years,G.I. Generation
0.45686594,2.0158195,Uzbekistan,1990,Asia,1610,9.77,20500000,0.697,20500000000,778,90200000000,68.3,male,15-24 years,Generation X
0.45686594,2.0158195,Uzbekistan,1990,Asia,1610,12.36,20500000,0.697,20500000000,778,90200000000,68.3,female,75+ years,G.I. Generation
0.45686594,2.0158195,Uzbekistan,1990,Asia,1610,16.91,20500000,0.697,20500000000,778,90200000000,68.3,male,75+ years,G.I. Generation
0.45686594,2.0158195,Uzbekistan,1990,Asia,1610,17.28,20500000,0.697,20500000000,778,90200000000,68.3,male,25-34 years,Boomers
0.45686594,2.0158195,Uzbekistan,1990,Asia,1610,19.54,20500000,0.697,20500000000,778,90200000000,68.3,male,55-74 years,G.I. Generation
0.45686594,2.0158195,Uzbekistan,1990,Asia,1610,22.99,20500000,0.697,20500000000,778,90200000000,68.3,male,35-54 years,Silent
-2.2220623,-4.6107287,Guatemala,1990,Americas,597,0,9260000,0.478,19900000000,996,29900000000,64.6,female,75+ years,G.I. Generation
-2.2220623,-4.6107287,Guatemala,1990,Americas,597,0.15,9260000,0.478,19900000000,996,29900000000,64.6,female,5-14 years,Generation X
-2.2220623,-4.6107287,Guatemala,1990,Americas,597,0.15,9260000,0.478,19900000000,996,29900000000,64.6,male,5-14 years,Generation X
-2.2220623,-4.6107287,Guatemala,1990,Americas,597,0.31,9260000,0.478,19900000000,996,29900000000,64.6,female,55-74 years,G.I. Generation
-2.2220623,-4.6107287,Guatemala,1990,Americas,597,1,9260000,0.478,19900000000,996,29900000000,64.6,female,25-34 years,Boomers
-2.2220623,-4.6107287,Guatemala,1990,Americas,597,1.09,9260000,0.478,19900000000,996,29900000000,64.6,female,15-24 years,Generation X
-2.2220623,-4.6107287,Guatemala,1990,Americas,597,1.17,9260000,0.478,19900000000,996,29900000000,64.6,female,35-54 years,Silent
-2.2220623,-4.6107287,Guatemala,1990,Americas,597,2.89,9260000,0.478,19900000000,996,29900000000,64.6,male,55-74 years,G.I. Generation
-2.2220623,-4.6107287,Guatemala,1990,Americas,597,3.76,9260000,0.478,19900000000,996,29900000000,64.6,male,15-24 years,Generation X
-2.2220623,-4.6107287,Guatemala,1990,Americas,597,5.88,9260000,0.478,19900000000,996,29900000000,64.6,male,35-54 years,Silent
-2.2220623,-4.6107287,Guatemala,1990,Americas,597,8.11,9260000,0.478,19900000000,996,29900000000,64.6,male,25-34 years,Boomers
-2.2220623,-4.6107287,Guatemala,1990,Americas,597,9.56,9260000,0.478,19900000000,996,29900000000,64.6,male,75+ years,G.I. Generation
6.0555897,0.3135963,Turkmenistan,1990,Asia,296,0,3680000,0.697,13700000000,1036,90200000000,63.7,female,5-14 years,Generation X
6.0555897,0.3135963,Turkmenistan,1990,Asia,296,1.32,3680000,0.697,13700000000,1036,90200000000,63.7,male,5-14 years,Generation X
6.0555897,0.3135963,Turkmenistan,1990,Asia,296,5.22,3680000,0.697,13700000000,1036,90200000000,63.7,female,25-34 years,Boomers
6.0555897,0.3135963,Turkmenistan,1990,Asia,296,5.87,3680000,0.697,13700000000,1036,90200000000,63.7,female,55-74 years,G.I. Generation
6.0555897,0.3135963,Turkmenistan,1990,Asia,296,6.5,3680000,0.697,13700000000,1036,90200000000,63.7,female,35-54 years,Silent
6.0555897,0.3135963,Turkmenistan,1990,Asia,296,7.69,3680000,0.697,13700000000,1036,90200000000,63.7,female,15-24 years,Generation X
6.0555897,0.3135963,Turkmenistan,1990,Asia,296,15.55,3680000,0.697,13700000000,1036,90200000000,63.7,male,15-24 years,Generation X
6.0555897,0.3135963,Turkmenistan,1990,Asia,296,19.66,3680000,0.697,13700000000,1036,90200000000,63.7,male,55-74 years,G.I. Generation
6.0555897,0.3135963,Turkmenistan,1990,Asia,296,20.83,3680000,0.697,13700000000,1036,90200000000,63.7,male,25-34 years,Boomers
6.0555897,0.3135963,Turkmenistan,1990,Asia,296,24.24,3680000,0.697,13700000000,1036,90200000000,63.7,male,35-54 years,Silent
6.0555897,0.3135963,Turkmenistan,1990,Asia,296,29.94,3680000,0.697,13700000000,1036,90200000000,63.7,male,75+ years,G.I. Generation
6.0555897,0.3135963,Turkmenistan,1990,Asia,296,35.19,3680000,0.697,13700000000,1036,90200000000,63.7,female,75+ years,G.I. Generation
0.40865377,-2.084706,El Salvador,1990,Americas,650,0.15,5250000,0.529,11300000000,1068,15000000000,68.2,male,5-14 years,Generation X
0.40865377,-2.084706,El Salvador,1990,Americas,650,1.04,5250000,0.529,11300000000,1068,15000000000,68.2,female,5-14 years,Generation X
0.40865377,-2.084706,El Salvador,1990,Americas,650,2.36,5250000,0.529,11300000000,1068,15000000000,68.2,female,75+ years,G.I. Generation
0.40865377,-2.084706,El Salvador,1990,Americas,650,4.06,5250000,0.529,11300000000,1068,15000000000,68.2,female,55-74 years,G.I. Generation
0.40865377,-2.084706,El Salvador,1990,Americas,650,5.03,5250000,0.529,11300000000,1068,15000000000,68.2,female,35-54 years,Silent
0.40865377,-2.084706,El Salvador,1990,Americas,650,11.23,5250000,0.529,11300000000,1068,15000000000,68.2,female,25-34 years,Boomers
0.40865377,-2.084706,El Salvador,1990,Americas,650,16.87,5250000,0.529,11300000000,1068,15000000000,68.2,male,55-74 years,G.I. Generation
0.40865377,-2.084706,El Salvador,1990,Americas,650,18.95,5250000,0.529,11300000000,1068,15000000000,68.2,male,35-54 years,Silent
0.40865377,-2.084706,El Salvador,1990,Americas,650,21.19,5250000,0.529,11300000000,1068,15000000000,68.2,female,15-24 years,Generation X
0.40865377,-2.084706,El Salvador,1990,Americas,650,25.15,5250000,0.529,11300000000,1068,15000000000,68.2,male,15-24 years,Generation X
0.40865377,-2.084706,El Salvador,1990,Americas,650,35.03,5250000,0.529,11300000000,1068,15000000000,68.2,male,25-34 years,Boomers
0.40865377,-2.084706,El Salvador,1990,Americas,650,43.4,5250000,0.529,11300000000,1068,15000000000,68.2,male,75+ years,G.I. Generation
6.897632,4.9608254,Suriname,1990,Americas,65.6,0,407000,0.758,2510000000,1114,2720000000,70.1,female,35-54 years,Silent
6.897632,4.9608254,Suriname,1990,Americas,65.6,0,407000,0.758,2510000000,1114,2720000000,70.1,female,5-14 years,Generation X
6.897632,4.9608254,Suriname,1990,Americas,65.6,0,407000,0.758,2510000000,1114,2720000000,70.1,female,55-74 years,G.I. Generation
6.897632,4.9608254,Suriname,1990,Americas,65.6,0,407000,0.758,2510000000,1114,2720000000,70.1,female,75+ years,G.I. Generation
6.897632,4.9608254,Suriname,1990,Americas,65.6,2.22,407000,0.758,2510000000,1114,2720000000,70.1,male,5-14 years,Generation X
6.897632,4.9608254,Suriname,1990,Americas,65.6,4.35,407000,0.758,2510000000,1114,2720000000,70.1,female,15-24 years,Generation X
6.897632,4.9608254,Suriname,1990,Americas,65.6,5.71,407000,0.758,2510000000,1114,2720000000,70.1,female,25-34 years,Boomers
6.897632,4.9608254,Suriname,1990,Americas,65.6,6.25,407000,0.758,2510000000,1114,2720000000,70.1,male,55-74 years,G.I. Generation
6.897632,4.9608254,Suriname,1990,Americas,65.6,7.14,407000,0.758,2510000000,1114,2720000000,70.1,male,35-54 years,Silent
6.897632,4.9608254,Suriname,1990,Americas,65.6,14.89,407000,0.758,2510000000,1114,2720000000,70.1,male,15-24 years,Generation X
6.897632,4.9608254,Suriname,1990,Americas,65.6,23.53,407000,0.758,2510000000,1114,2720000000,70.1,male,25-34 years,Boomers
6.897632,4.9608254,Suriname,1990,Americas,65.6,150,407000,0.758,2510000000,1114,2720000000,70.1,male,75+ years,G.I. Generation
-9.067503,-7.73445,Colombia,1990,Americas,1800,0.18,34300000,0.592,1.48E+11,1346,1.58E+11,71.4,female,5-14 years,Generation X
-9.067503,-7.73445,Colombia,1990,Americas,1800,0.29,34300000,0.592,1.48E+11,1346,1.58E+11,71.4,male,5-14 years,Generation X
-9.067503,-7.73445,Colombia,1990,Americas,1800,1.05,34300000,0.592,1.48E+11,1346,1.58E+11,71.4,female,75+ years,G.I. Generation
-9.067503,-7.73445,Colombia,1990,Americas,1800,1.07,34300000,0.592,1.48E+11,1346,1.58E+11,71.4,female,55-74 years,G.I. Generation
-9.067503,-7.73445,Colombia,1990,Americas,1800,1.28,34300000,0.592,1.48E+11,1346,1.58E+11,71.4,female,35-54 years,Silent
-9.067503,-7.73445,Colombia,1990,Americas,1800,1.41,34300000,0.592,1.48E+11,1346,1.58E+11,71.4,female,25-34 years,Boomers
-9.067503,-7.73445,Colombia,1990,Americas,1800,2.71,34300000,0.592,1.48E+11,1346,1.58E+11,71.4,female,15-24 years,Generation X
-9.067503,-7.73445,Colombia,1990,Americas,1800,5.23,34300000,0.592,1.48E+11,1346,1.58E+11,71.4,male,35-54 years,Silent
-9.067503,-7.73445,Colombia,1990,Americas,1800,6.09,34300000,0.592,1.48E+11,1346,1.58E+11,71.4,male,25-34 years,Boomers
-9.067503,-7.73445,Colombia,1990,Americas,1800,6.17,34300000,0.592,1.48E+11,1346,1.58E+11,71.4,male,15-24 years,Generation X
-9.067503,-7.73445,Colombia,1990,Americas,1800,7.56,34300000,0.592,1.48E+11,1346,1.58E+11,71.4,male,55-74 years,G.I. Generation
-9.067503,-7.73445,Colombia,1990,Americas,1800,10.39,34300000,0.592,1.48E+11,1346,1.58E+11,71.4,male,75+ years,G.I. Generation
0.4129835,2.0036738,Azerbaijan,1990,Asia,206,0,7240000,0.697,22300000000,1439,90200000000,66.2,female,5-14 years,Generation X
0.4129835,2.0036738,Azerbaijan,1990,Asia,206,0.13,7240000,0.697,22300000000,1439,90200000000,66.2,male,5-14 years,Generation X
0.4129835,2.0036738,Azerbaijan,1990,Asia,206,0.61,7240000,0.697,22300000000,1439,90200000000,66.2,female,15-24 years,Generation X
0.4129835,2.0036738,Azerbaijan,1990,Asia,206,0.94,7240000,0.697,22300000000,1439,90200000000,66.2,female,35-54 years,Silent
0.4129835,2.0036738,Azerbaijan,1990,Asia,206,1.03,7240000,0.697,22300000000,1439,90200000000,66.2,female,25-34 years,Boomers
0.4129835,2.0036738,Azerbaijan,1990,Asia,206,1.54,7240000,0.697,22300000000,1439,90200000000,66.2,female,55-74 years,G.I. Generation
0.4129835,2.0036738,Azerbaijan,1990,Asia,206,2.02,7240000,0.697,22300000000,1439,90200000000,66.2,female,75+ years,G.I. Generation
0.4129835,2.0036738,Azerbaijan,1990,Asia,206,2.33,7240000,0.697,22300000000,1439,90200000000,66.2,male,75+ years,G.I. Generation
0.4129835,2.0036738,Azerbaijan,1990,Asia,206,2.34,7240000,0.697,22300000000,1439,90200000000,66.2,male,15-24 years,Generation X
0.4129835,2.0036738,Azerbaijan,1990,Asia,206,3.1,7240000,0.697,22300000000,1439,90200000000,66.2,male,25-34 years,Boomers
0.4129835,2.0036738,Azerbaijan,1990,Asia,206,3.59,7240000,0.697,22300000000,1439,90200000000,66.2,male,55-74 years,G.I. Generation
0.4129835,2.0036738,Azerbaijan,1990,Asia,206,6.98,7240000,0.697,22300000000,1439,90200000000,66.2,male,35-54 years,Silent
-1.4914457,-4.077963,Georgia,1990,Asia,305,0,5410000,0.697,16900000000,1555,24800000000,69.6,female,5-14 years,Generation X
-1.4914457,-4.077963,Georgia,1990,Asia,305,0,5410000,0.697,16900000000,1555,24800000000,69.6,male,5-14 years,Generation X
-1.4914457,-4.077963,Georgia,1990,Asia,305,0.89,5410000,0.697,16900000000,1555,24800000000,69.6,female,25-34 years,Boomers
-1.4914457,-4.077963,Georgia,1990,Asia,305,0.96,5410000,0.697,16900000000,1555,24800000000,69.6,female,15-24 years,Generation X
-1.4914457,-4.077963,Georgia,1990,Asia,305,3.22,5410000,0.697,16900000000,1555,24800000000,69.6,female,35-54 years,Silent
-1.4914457,-4.077963,Georgia,1990,Asia,305,3.43,5410000,0.697,16900000000,1555,24800000000,69.6,female,55-74 years,G.I. Generation
-1.4914457,-4.077963,Georgia,1990,Asia,305,5.42,5410000,0.697,16900000000,1555,24800000000,69.6,male,15-24 years,Generation X
-1.4914457,-4.077963,Georgia,1990,Asia,305,5.45,5410000,0.697,16900000000,1555,24800000000,69.6,male,25-34 years,Boomers
-1.4914457,-4.077963,Georgia,1990,Asia,305,5.87,5410000,0.697,16900000000,1555,24800000000,69.6,female,75+ years,G.I. Generation
-1.4914457,-4.077963,Georgia,1990,Asia,305,7.14,5410000,0.697,16900000000,1555,24800000000,69.6,male,35-54 years,Silent
-1.4914457,-4.077963,Georgia,1990,Asia,305,9.54,5410000,0.697,16900000000,1555,24800000000,69.6,male,55-74 years,G.I. Generation
-1.4914457,-4.077963,Georgia,1990,Asia,305,22.51,5410000,0.697,16900000000,1555,24800000000,69.6,male,75+ years,G.I. Generation
6.1007304,0.35327345,Paraguay,1990,Americas,130,0,4210000,0.58,11300000000,1600,90200000000,74.6,male,5-14 years,Generation X
6.1007304,0.35327345,Paraguay,1990,Americas,130,0.75,4210000,0.58,11300000000,1600,90200000000,74.6,female,5-14 years,Generation X
6.1007304,0.35327345,Paraguay,1990,Americas,130,2.05,4210000,0.58,11300000000,1600,90200000000,74.6,female,35-54 years,Silent
6.1007304,0.35327345,Paraguay,1990,Americas,130,2.52,4210000,0.58,11300000000,1600,90200000000,74.6,male,35-54 years,Silent
6.1007304,0.35327345,Paraguay,1990,Americas,130,2.65,4210000,0.58,11300000000,1600,90200000000,74.6,female,25-34 years,Boomers
6.1007304,0.35327345,Paraguay,1990,Americas,130,2.76,4210000,0.58,11300000000,1600,90200000000,74.6,male,55-74 years,G.I. Generation
6.1007304,0.35327345,Paraguay,1990,Americas,130,3.08,4210000,0.58,11300000000,1600,90200000000,74.6,female,75+ years,G.I. Generation
6.1007304,0.35327345,Paraguay,1990,Americas,130,3.22,4210000,0.58,11300000000,1600,90200000000,74.6,male,25-34 years,Boomers
6.1007304,0.35327345,Paraguay,1990,Americas,130,3.87,4210000,0.58,11300000000,1600,90200000000,74.6,female,55-74 years,G.I. Generation
6.1007304,0.35327345,Paraguay,1990,Americas,130,5.62,4210000,0.58,11300000000,1600,90200000000,74.6,male,15-24 years,Generation X
6.1007304,0.35327345,Paraguay,1990,Americas,130,6.02,4210000,0.58,11300000000,1600,90200000000,74.6,female,15-24 years,Generation X
6.1007304,0.35327345,Paraguay,1990,Americas,130,12.47,4210000,0.58,11300000000,1600,90200000000,74.6,male,75+ years,G.I. Generation
-9.485251,-8.651499,Thailand,1990,Asia,7410,0.74,56600000,0.574,1.42E+11,1666,2.40E+11,70.6,female,5-14 years,Generation X
-9.485251,-8.651499,Thailand,1990,Asia,7410,0.85,56600000,0.574,1.42E+11,1666,2.40E+11,70.6,male,5-14 years,Generation X
-9.485251,-8.651499,Thailand,1990,Asia,7410,3.83,56600000,0.574,1.42E+11,1666,2.40E+11,70.6,female,55-74 years,G.I. Generation
-9.485251,-8.651499,Thailand,1990,Asia,7410,4.72,56600000,0.574,1.42E+11,1666,2.40E+11,70.6,female,35-54 years,Silent
-9.485251,-8.651499,Thailand,1990,Asia,7410,5.63,56600000,0.574,1.42E+11,1666,2.40E+11,70.6,female,75+ years,G.I. Generation
-9.485251,-8.651499,Thailand,1990,Asia,7410,6.89,56600000,0.574,1.42E+11,1666,2.40E+11,70.6,female,25-34 years,Boomers
-9.485251,-8.651499,Thailand,1990,Asia,7410,8.64,56600000,0.574,1.42E+11,1666,2.40E+11,70.6,female,15-24 years,Generation X
-9.485251,-8.651499,Thailand,1990,Asia,7410,11.65,56600000,0.574,1.42E+11,1666,2.40E+11,70.6,male,35-54 years,Silent
-9.485251,-8.651499,Thailand,1990,Asia,7410,12.02,56600000,0.574,1.42E+11,1666,2.40E+11,70.6,male,55-74 years,G.I. Generation
-9.485251,-8.651499,Thailand,1990,Asia,7410,12.39,56600000,0.574,1.42E+11,1666,2.40E+11,70.6,male,15-24 years,Generation X
-9.485251,-8.651499,Thailand,1990,Asia,7410,13.1,56600000,0.574,1.42E+11,1666,2.40E+11,70.6,male,25-34 years,Boomers
-9.485251,-8.651499,Thailand,1990,Asia,7410,15.46,56600000,0.574,1.42E+11,1666,2.40E+11,70.6,male,75+ years,G.I. Generation
-12.522016,-7.773702,Ukraine,1990,Europe,12500,0.16,51500000,0.706,2.06E+11,1698,3.59E+11,69.9,female,5-14 years,Generation X
-12.522016,-7.773702,Ukraine,1990,Europe,12500,1.57,51500000,0.706,2.06E+11,1698,3.59E+11,69.9,male,5-14 years,Generation X
-12.522016,-7.773702,Ukraine,1990,Europe,12500,4.78,51500000,0.706,2.06E+11,1698,3.59E+11,69.9,female,15-24 years,Generation X
-12.522016,-7.773702,Ukraine,1990,Europe,12500,5.2,51500000,0.706,2.06E+11,1698,3.59E+11,69.9,female,25-34 years,Boomers
-12.522016,-7.773702,Ukraine,1990,Europe,12500,9.86,51500000,0.706,2.06E+11,1698,3.59E+11,69.9,female,35-54 years,Silent
-12.522016,-7.773702,Ukraine,1990,Europe,12500,15.1,51500000,0.706,2.06E+11,1698,3.59E+11,69.9,female,55-74 years,G.I. Generation
-12.522016,-7.773702,Ukraine,1990,Europe,12500,17.29,51500000,0.706,2.06E+11,1698,3.59E+11,69.9,male,15-24 years,Generation X
-12.522016,-7.773702,Ukraine,1990,Europe,12500,23.11,51500000,0.706,2.06E+11,1698,3.59E+11,69.9,female,75+ years,G.I. Generation
-12.522016,-7.773702,Ukraine,1990,Europe,12500,38.82,51500000,0.706,2.06E+11,1698,3.59E+11,69.9,male,25-34 years,Boomers
-12.522016,-7.773702,Ukraine,1990,Europe,12500,53.65,51500000,0.706,2.06E+11,1698,3.59E+11,69.9,male,55-74 years,G.I. Generation
-12.522016,-7.773702,Ukraine,1990,Europe,12500,55.4,51500000,0.706,2.06E+11,1698,3.59E+11,69.9,male,35-54 years,Silent
-12.522016,-7.773702,Ukraine,1990,Europe,12500,71.76,51500000,0.706,2.06E+11,1698,3.59E+11,69.9,male,75+ years,G.I. Generation
-4.09574,-5.8770304,Ecuador,1990,Americas,551,0.41,10200000,0.643,38000000000,1732,45400000000,71.4,female,5-14 years,Generation X
-4.09574,-5.8770304,Ecuador,1990,Americas,551,0.48,10200000,0.643,38000000000,1732,45400000000,71.4,male,5-14 years,Generation X
-4.09574,-5.8770304,Ecuador,1990,Americas,551,0.79,10200000,0.643,38000000000,1732,45400000000,71.4,female,55-74 years,G.I. Generation
-4.09574,-5.8770304,Ecuador,1990,Americas,551,1.92,10200000,0.643,38000000000,1732,45400000000,71.4,female,35-54 years,Silent
-4.09574,-5.8770304,Ecuador,1990,Americas,551,2.29,10200000,0.643,38000000000,1732,45400000000,71.4,female,75+ years,G.I. Generation
-4.09574,-5.8770304,Ecuador,1990,Americas,551,4.23,10200000,0.643,38000000000,1732,45400000000,71.4,male,75+ years,G.I. Generation
-4.09574,-5.8770304,Ecuador,1990,Americas,551,5.39,10200000,0.643,38000000000,1732,45400000000,71.4,female,25-34 years,Boomers
-4.09574,-5.8770304,Ecuador,1990,Americas,551,7.98,10200000,0.643,38000000000,1732,45400000000,71.4,male,35-54 years,Silent
-4.09574,-5.8770304,Ecuador,1990,Americas,551,8.15,10200000,0.643,38000000000,1732,45400000000,71.4,female,15-24 years,Generation X
-4.09574,-5.8770304,Ecuador,1990,Americas,551,8.36,10200000,0.643,38000000000,1732,45400000000,71.4,male,55-74 years,G.I. Generation
-4.09574,-5.8770304,Ecuador,1990,Americas,551,9.19,10200000,0.643,38000000000,1732,45400000000,71.4,male,15-24 years,Generation X
-4.09574,-5.8770304,Ecuador,1990,Americas,551,11.29,10200000,0.643,38000000000,1732,45400000000,71.4,male,25-34 years,Boomers
-8.333833,-7.318065,Romania,1990,Europe,2420,0.17,23500000,0.7,1.24E+11,1822,1.22E+11,69.9,female,5-14 years,Generation X
-8.333833,-7.318065,Romania,1990,Europe,2420,1.01,23500000,0.7,1.24E+11,1822,1.22E+11,69.9,male,5-14 years,Generation X
-8.333833,-7.318065,Romania,1990,Europe,2420,3.66,23500000,0.7,1.24E+11,1822,1.22E+11,69.9,female,15-24 years,Generation X
-8.333833,-7.318065,Romania,1990,Europe,2420,3.75,23500000,0.7,1.24E+11,1822,1.22E+11,69.9,female,25-34 years,Boomers
-8.333833,-7.318065,Romania,1990,Europe,2420,5.72,23500000,0.7,1.24E+11,1822,1.22E+11,69.9,female,35-54 years,Silent
-8.333833,-7.318065,Romania,1990,Europe,2420,8.96,23500000,0.7,1.24E+11,1822,1.22E+11,69.9,female,55-74 years,G.I. Generation
-8.333833,-7.318065,Romania,1990,Europe,2420,9,23500000,0.7,1.24E+11,1822,1.22E+11,69.9,male,15-24 years,Generation X
-8.333833,-7.318065,Romania,1990,Europe,2420,11.3,23500000,0.7,1.24E+11,1822,1.22E+11,69.9,female,75+ years,G.I. Generation
-8.333833,-7.318065,Romania,1990,Europe,2420,13.28,23500000,0.7,1.24E+11,1822,1.22E+11,69.9,male,25-34 years,Boomers
-8.333833,-7.318065,Romania,1990,Europe,2420,21.11,23500000,0.7,1.24E+11,1822,1.22E+11,69.9,male,35-54 years,Silent
-8.333833,-7.318065,Romania,1990,Europe,2420,22.27,23500000,0.7,1.24E+11,1822,1.22E+11,69.9,male,55-74 years,G.I. Generation
-8.333833,-7.318065,Romania,1990,Europe,2420,25.69,23500000,0.7,1.24E+11,1822,1.22E+11,69.9,male,75+ years,G.I. Generation
-7.1130476,-4.2818284,Kazakhstan,1990,Asia,3700,0.42,16500000,0.69,96300000000,1823,90200000000,67.8,female,5-14 years,Generation X
-7.1130476,-4.2818284,Kazakhstan,1990,Asia,3700,3.12,16500000,0.69,96300000000,1823,90200000000,67.8,male,5-14 years,Generation X
-7.1130476,-4.2818284,Kazakhstan,1990,Asia,3700,7.15,16500000,0.69,96300000000,1823,90200000000,67.8,female,25-34 years,Boomers
-7.1130476,-4.2818284,Kazakhstan,1990,Asia,3700,12.19,16500000,0.69,96300000000,1823,90200000000,67.8,female,35-54 years,Silent
